"brand","sku","product_name","supplier_cost","product_description_html"
"TapeTech","8054TT","54 in TapeTech Finishing Box Handle",164.0,"<p>The TapeTech Finishing Box Handles attach to the TapeTech EasyClean®, MAXXBOX® or Power Assist® Finishing Boxes and provide control to cleanly sweep the boxes off the joint for a perfect finish.</p> <h6><strong>Features</strong></h6> <ul> <li>Attaches to TapeTech EasyClean® Boxes</li> <li>Attaches to TapeTech MAXXBOX®</li> <li>Attaches to TapeTech Power Assist® Boxes</li> <li>Anodized aluminum handle</li> <li>Adjustable grip</li> </ul>"
"TapeTech","8072TT","72 in TapeTech Finishing Box Handle",167.0,"<p>The TapeTech Box Handles attach to the TapeTech EasyClean®, MAXXBOX® or Power Assist® Finishing Boxes and provide control to cleanly sweep the boxes off the joint for a perfect finish.</p> <h6><strong>Features</strong></h6> <ul> <li>Attaches to TapeTech EasyClean® Boxes</li> <li>Attaches to TapeTech MAXXBOX®</li> <li>Attaches to TapeTech Power Assist® Boxes</li> <li>Anodized aluminum handle</li> <li>Adjustable grip</li> </ul>"
"TapeTech","808015F","Hing Assy., Universal With Serial Number",25.68,"Hing Assy., Universal With Serial Number"
"TapeTech","808015F","Hing Assy., Universal With Serial Number",25.68,"Hing Assy., Universal With Serial Number"
"TapeTech","809011","3/4 in x 5/16-18 TapeTech Dog Point Thumbscrew",7.74,"<p>TapeTech has been the number one selling brand of automatic taping and finishing tools for the drywall industry for over 30 years. TapeTech tools are known for quality design, engineering and performance.</p>"
"TapeTech","809011","3/4 in x 5/16-18 TapeTech Dog Point Thumbscrew",7.74,"<p>TapeTech has been the number one selling brand of automatic taping and finishing tools for the drywall industry for over 30 years. TapeTech tools are known for quality design, engineering and performance.</p>"
"TapeTech","809025","Slotted Spring Pin 1/8",0.58,"<p>Replacement&nbsp;Slotted Spring Pin 1/8 fits TapeTech tools:</p> <ul> <li>8034TT, &nbsp;8042TT, &nbsp;8054TT, &nbsp;&nbsp;8072TT, &nbsp;&nbsp;8134TT, &nbsp; 8142TT, &nbsp; 8154TT, &nbsp; 8172TT</li> </ul> <p>&nbsp;</p>"
"TapeTech","809025","Slotted Spring Pin 1/8",0.58,"<p>Replacement&nbsp;Slotted Spring Pin 1/8 fits TapeTech tools:</p> <ul> <li>8034TT, &nbsp;8042TT, &nbsp;8054TT, &nbsp;&nbsp;8072TT, &nbsp;&nbsp;8134TT, &nbsp; 8142TT, &nbsp; 8154TT, &nbsp; 8172TT</li> </ul> <p>&nbsp;</p>"
"TapeTech","811018","Connector Plate, Notched",26.09,"<p>Connector Plate- TapeTech Xtender Flat Finisher Box Handle</p> <p>TapeTech- part #812018</p>"
"TapeTech","8134TT","34"" EasyFinish Box Handle",181.83,"<p>The TapeTech EasyFinish® Box Handles attach to the TapeTech EasyClean™, EasyClean™ High Capacity or Power Assist™ Finishing Boxes and provide control to cleanly sweep the boxes off the joint for a perfect finish. They incorporate an ergonomic, bent handle design for increased leverage and less effort. The EasyFinish® handles are highly recommended for use with the TapeTech Power Assist™ Finishing Boxes as the bent handle helps to activate the Power Assist™ mechanism.</p> <ul> <li>The best type of handle to use with Power Assist™ Finishing Boxes</li> <li>Great for use on overhead work</li> <li>Attaches to TapeTech EasyClean™ Boxes</li> <li>Attaches to TapeTech EasyClean™ High Capacity Boxes</li> </ul>"
"TapeTech","8142TT","42 in TapeTech EasyFinish Box Handle",187.11,"<p>The TapeTech EasyFinish® Box Handles attach to the TapeTech EasyClean™, EasyClean™ High Capacity or Power Assist™ Finishing Boxes and provide control to cleanly sweep the boxes off the joint for a perfect finish. They incorporate an ergonomic, bent handle design for increased leverage and less effort. The EasyFinish® handles are highly recommended for use with the TapeTech Power Assist™ Finishing Boxes as the bent handle helps to activate the Power Assist™ mechanism.</p> <h6><strong>Features</strong></h6> <ul> <li>The best type of handle to use with Power Assist™ Finishing Boxes</li> <li>Easier to use on overhead work</li> <li>Attaches to TapeTech EasyClean™ Boxes</li> <li>Attaches to TapeTech MAXXBOX®</li> <li>Attaches to TapeTech EasyClean™ High Capacity Boxes</li> <li>Ergonomic bent handle design</li> <li>Anodized aluminum handle</li> <li>Adjustable grip</li> </ul>"
"TapeTech","8154TT","54"" EasyFinish Box Handle",191.29,"<p>The TapeTech EasyFinish® Box Handles attach to the TapeTech EasyClean™, EasyClean™ High Capacity or Power Assist™ Finishing Boxes and provide control to cleanly sweep the boxes off the joint for a perfect finish. They incorporate an ergonomic, bent handle design for increased leverage and less effort. The EasyFinish® handles are highly recommended for use with the TapeTech Power Assist™ Finishing Boxes as the bent handle helps to activate the Power Assist™ mechanism.</p> <ul> <li>The best type of handle to use with Power Assist™ Finishing Boxes</li> <li>Easier to use on overhead work</li> <li>Attaches to TapeTech EasyClean™ Boxes</li> <li>Attaches to TapeTech EasyClean™ High Capacity Boxes</li> </ul>"
"TapeTech","8172TT","72"" Easyfinish Bent Box Handle",203.89,"<p>The TapeTech EasyFinish® Box Handles attach to the TapeTech EasyClean™, EasyClean™ High Capacity or Power Assist™ Finishing Boxes and provide control to cleanly sweep the boxes off the joint for a perfect finish. They incorporate an ergonomic, bent handle design for increased leverage and less effort. The EasyFinish® handles are highly recommended for use with the TapeTech Power Assist™ Finishing Boxes as the bent handle helps to activate the Power Assist™ mechanism.</p> <ul> <li>The best type of handle to use with Power Assist™ Finishing Boxes</li> <li>Easier to use on overhead work</li> <li>Attaches to TapeTech EasyClean™ Boxes</li> <li>Attaches to TapeTech EasyClean™ High Capacity Boxes</li> </ul>"
"TapeTech","819038","Grip Adjuster Spring",1.55,"Grip Adjuster Spring"
"TapeTech","819038","Grip Adjuster Spring",1.55,"Grip Adjuster Spring"
"TapeTech","857355","Gooseneck Cleaning Brush",32.34,"<p>Specifically designed to keep the gooseneck clean for optimal operation, this brush is the ideal stiffness to effectively remove the compound while the shaft has the flexibility to navigate the challenging shape of the gooseneck adapter.</p>"
"TapeTech","859016","TapeTech Round Vinyl Black Cap, .315- ID, 2"" DP",1.06,"<p>TapeTech Round Vinyl Black Cap, .315- ID, 2"" DP</p>"
"TapeTech","85TT","TapeTech Gooseneck Adapter",74.0,"<p>The TapeTech 85T Gooseneck Adapter is used with either the 72TT, 73TT or 76TT loading pump to fill the automatic taper. It features a heavy duty, durable design to provide years of service. Use with gasket 700049 (for 72TT or 73TT only - not included).</p> <h6><strong>Features&nbsp;</strong></h6> <ul> <li>Integrated foot for stability</li> <li>Efficiently fills TapeTech automatic tapers</li> </ul>"
"TapeTech","85XLTT","Extra Long Gooseneck Adapter",136.64,"<p>The TapeTech Extra Long Gooseneck is designed to work in conjunction with the 76XLTT EasyClean® Loading Pump. The foot of the gooseneck should always be placed on the same level or surface as the foot stand of the 76XLTT loading pump.</p>"
"TapeTech","861014","Gooseneck Spacer",2.67,"Gooseneck Spacer"
"TapeTech","861014","Gooseneck Spacer",2.67,"Gooseneck Spacer"
"TapeTech","880006F","TapeTech 88TTE Xtender Handle Master Link",5.22,"<p>TapeTech has been the number one selling brand of automatic taping and finishing tools for the drywall industry for over 30 years. TapeTech tools are known for quality design, engineering and performance.</p> <ul> <li>For repair or maintenance or TapeTech 88TTE Xtender Handle</li> </ul>"
"TapeTech","880006F","TapeTech 88TTE Xtender Handle Master Link",5.22,"<p>TapeTech has been the number one selling brand of automatic taping and finishing tools for the drywall industry for over 30 years. TapeTech tools are known for quality design, engineering and performance.</p> <ul> <li>For repair or maintenance or TapeTech 88TTE Xtender Handle</li> </ul>"
"TapeTech","880028","Compression Spring",2.12,"Compression Spring"
"TapeTech","880038","CONNECTING ROD",16.31,"CONNECTING ROD"
"TapeTech","880042","TapeTech Rubber Grip Handle",6.31,"<p>TapeTech Rubber Grip Handle</p>"
"TapeTech","880053","Lock Block",8.48,"Lock Block"
"TapeTech","880053","Lock Block",8.48,"Lock Block"
"TapeTech","882012","Acutator Clip Pin",9.71,"<p>Replacement Acutator Clip Pin for the TapeTech 88TTF &amp; 88TTR</p>"
"TapeTech","882012","Acutator Clip Pin",9.71,"<p>Replacement Acutator Clip Pin for the TapeTech 88TTF &amp; 88TTR</p>"
"TapeTech","882013","Locking Pin",6.19,"Locking Pin"
"TapeTech","882014","TapeTech Locking Clip",10.76,"<p>TapeTech Locking Clip</p>"
"TapeTech","883020","TapeTech Extrusion Insert for XH-TT",21.6,"<p>TapeTech Extrusion Insert for XH-TT</p>"
"TapeTech","889017","Conical Spring",2.77,"Conical Spring"
"TapeTech","889027","TapeTech Flat Box Extender Handle Special Lockwasher",15.14,"<p>Replacement special lockwasher for the TapeTech 88TTE flat box extender handle.</p>"
"TapeTech","889027","TapeTech Flat Box Extender Handle Special Lockwasher",15.14,"<p>Replacement special lockwasher for the TapeTech 88TTE flat box extender handle.</p>"
"TapeTech","889030","4-40 X 3/16 Fillisterhead Screw",0.44,"4-40 X 3/16 Fillisterhead Screw"
"TapeTech","889030","4-40 X 3/16 Fillisterhead Screw",0.44,"4-40 X 3/16 Fillisterhead Screw"
"TapeTech","889035","6-32 x 1/4 Pan Head Screw",0.44,"<p>6-32 x 1/4 PAN HEAD SCREW</p>"
"TapeTech","889055","Nylon Spacer",0.66,"Nylon Spacer"
"TapeTech","88TTE","41 in - 63 in TapeTech XTender Finishing Box Handle",259.39,"<p>The TapeTech XTender® Finishing Box Handle attaches to the EasyClean®, EasyClean® High Capacity or Power Assist® Finishing Boxes and provides control to cleanly sweep the boxes off the joint for a perfect finish. The XTender® is the strongest extendable finishing box handle in the industry and adjusts from 41"" to 63"" for increased reach and versatility.</p> <h6><strong>Features</strong></h6> <ul> <li>Extends for greater reach with all TapeTech finishing boxes</li> <li>Anodized aluminum construction</li> <li>Extends from 41"" to 63""</li> </ul>"
"TapeTech","90TT","TapeTech Filler Adapter",54.28,"<p>The TapeTech 90T Filler Adapter attaches to the TapeTech 72TT or 76TT EasyClean™ Pumps to fill Corner Applicators, Nail Spotters and EasyClean™, EasyClean™ High Capacity or Power Assist™ Finishing boxes with joint compound. Use with gasket 700049 (not included).</p>"
"TapeTech","920003","Ball Coupling",11.52,"<p>BALL COUPLING</p>"
"TapeTech","AB0003","Ames Cobra Banjo Replacement Cutting Blade AB0003",4.37,"<p>Replacement cutting blade for the Ames AB0004 Cobra Drywall Tape Banjo.</p>"
"TapeTech","BAN001TT","TapeTech Mud Dog Banjo",57.25,"<p>The TapeTech Premium Mud Dog Taping Banjo (BAN001 TT) is loaded with features like side straps for left or right handed use, a cutting blade / roller assembly, and a truly ergonomic handle. Perfect for smaller jobs, this banjos functional design beats taping joints by hand. The Mud Dog also holds 33% more compound than traditional banjos, so you get more taping done between fills.</p> <p>Features:</p> <ul> <li>Adjustable Mud Flow</li> <li>Lightweight Polycarbonate / ABS</li> <li>33% More Capacity.</li> <li>Holds Up To 500' Rolls</li> <li>Right Or Left Hand Use</li> <li>Ergonomic Handle</li> <li>Easy Install Cutting Blade</li> </ul>"
"TapeTech","BH","TapeTech Brakeless Finishing Box Handle",99.12,"<p>Perfect for both new or experienced ATF tool users. No learning curve, the friction brake design eliminates the need for new users to learn how and when to properly apply the brake found on traditional finishing box handles. Experienced users, these handles give your hands a permanent vacation after years of squeezing traditional brake-style handles.</p> <p>Features:</p> <ul> <li>Easy To Clean</li> <li>Durable Fiberglass</li> <li>Easy Grip Star Knob</li> <li>Optimal Diameter Handle</li> <li>34"" Length</li> <li>Works With All TapeTech And Other Major Brand Flat Boxes</li> </ul>"
"TapeTech","BHE","TapeTech Brakeless Extendable Finishing Box Handle",214.0,"<p>Perfect for both new or experienced ATF tool users. No learning curve, the friction brake design eliminates the need for new users to learn how and when to properly apply the brake found on traditional finishing box handles. Experienced users, these handles give your hands a permanent vacation after years of squeezing traditional brake-style handles.</p> <p>Features:</p> <ul> <li>Easy To Clean</li> <li>Durable Fiberglass</li> <li>Easy Grip Star Knob</li> <li>Optimal Diameter Handle</li> <li>Extends From 34"" - 60""</li> <li>Works With All TapeTech And Other Major Brand Flat Boxes</li> </ul>"
"TapeTech","BHESW","TapeTech SideWinder Extendable Brakeless Box Handle",238.55,"<p>The SideWinder is a brakeless box handle with rotating head that allows you to comfortably finish high horizontal joints by keeping the box and handle at the optimal angle for performance. The SideWinder has the same features as our other brakeless handles with the added convenience of the rotating head.</p> <p>Features:</p> <ul> <li>7 Position Rotating Head For Optimal Positioning of the Finishing Box</li> <li>Extends From 34″ to 60″ (86cm to 152cm)</li> <li>Attaches To All TapeTech And Most Other Brand Of Finishing Boxes</li> <li>Oversized Easy to Grip Star Knob</li> <li>Easy to Clean Fiberglass Construction</li> <li>Optimal Diameter For Gripping</li> </ul>"
"TapeTech","CA07TT","7 in TapeTech Corner Applicator",206.89,"<p>The TapeTech Corner Applicator supplies joint compound to the Corner Finishers for fast and efficient finishing of internal corners (angles). Corner Applicators are also used with Applicator Heads to quickly and cleanly apply joint compound to internal or external corners for the installation of paper-faced corner bead. TapeTech Corner Applicators feature a stainless steel cone. Use with the FHTT Fiberglass Handle or the XHTT Extension Handle – not included.</p> <h6><strong>Features</strong></h6> <ul> <li>Applies joint compound to external corners for paper faced bead application (with 16TT)</li> <li>Applies joint compound to inside corner for tape application (with 16TT90)</li> <li>Finishes internal corners (with corner finishers)</li> <li>Stainless steel cone</li> </ul>"
"TapeTech","CA08TT","8"" Corner Applicator",218.63,"<p> The TapeTech Corner Applicator supplies joint compound to the Corner Finishers for fast and efficient finishing of internal corners (angles). Corner Applicators are also used with Mud Heads to quickly and cleanly apply joint compound to internal or external corners for the installation of paper-faced corner bead. TapeTech Corner Applicators feature a stainless steel cone. Use with the FHTT Fiberglass Handle or the XHTT Extension Handle not included. <br></p><ul><li> Applies joint compound to external corners for paper faced bead application (with 16TT)</li><li>Applies joint compound to inside corner for tape application (with 16TT90)</li><li>Finishes internal corners (with corner finishers) <br></li></ul>"
"TapeTech","CAATT","TapeTech Corner Applicator Adapter",29.8,"<p>TapeTech has been the number one selling brand of automatic taping and finishing tools for the drywall industry for over 30 years. TapeTech tools are known for quality design, engineering and performance.</p> <ul> <li>Corner applicator adapter for TapeTech Fiberglass (FHTT) or Extension (XHTT) handles</li> </ul>"
"TapeTech","CF25TT","2.5"" Corner Flusher - Semi-Automatic",70.88,"<p>TapeTech Corner Flushers make quick work of wiping or finishing inside corners. Direct flushers are used to apply joint compound to internal corners. Indirect flushers simply smooth compound that has been applied by another tool. TapeTech flushers work as both a direct and indirect flusher. That means you don’t have to decide which model to get, only which sizes fit your needs. The Corner Flushers fit all TapeTech corner tools (Compound Tubes, 88TTF and HF handles, 35TT and 50TT Corner Applicators and 14TT MudRunner®).</p>"
