sku,name,brand,dtb_price,map_price,competitor_count,site_count,market_low,market_high,market_mean,market_median,market_spread_pct,dtb_vs_market_median,dtb_vs_market_median_pct,market_position,map_floor_status,lowest_competitor,lowest_competitor_url
CF40COMBO,"TapeTech Combo Corner Flusher - 4""",TapeTech,194.00,,1,1,194.00,194.00,194.00,194.00,0.00,0.00,0.00,single_source_only,no_map,All-Wall,https://www.all-wall.com/TapeTech-4in-Combo-Flusher
CF40TT,"TapeTech Direct Corner Flusher - 4""",TapeTech,129.00,129.00,2,2,129.00,129.00,129.00,129.00,0.00,0.00,0.00,market_aligned,at_or_above_map,Al's Taping Tools,https://www.alstapingtools.com/tapetech-4-direct-flusher-cf40tt/
CFA-TT,TapeTech Support Handle Adapter - Corner Finisher,TapeTech,49.00,49.00,2,2,49.00,49.00,49.00,49.00,0.00,0.00,0.00,market_aligned,at_or_above_map,Al's Taping Tools,https://www.alstapingtools.com/tapetech-corner-finisher-ball-adapter-cfa-tt/
CH55TT,TapeTech Cove Applicator Head - 55 mm,TapeTech,99.00,99.00,2,2,99.00,138.19,118.60,118.60,39.59,-19.60,-16.52,below_market_median,at_or_above_map,All-Wall,https://www.all-wall.com/TapeTech-ApplicatorHead-CH55TT
CH75TT,TapeTech Cove Applicator Head - 75 mm,TapeTech,99.00,99.00,2,2,99.00,140.86,119.93,119.93,42.28,-20.93,-17.45,below_market_median,at_or_above_map,All-Wall,https://www.all-wall.com/TapeTech-ApplicatorHead-CH75TT
CH83TT,TapeTech Cove Applicator Head - 83 mm,TapeTech,99.00,99.00,2,2,99.00,144.85,121.92,121.92,46.31,-22.92,-18.80,below_market_median,at_or_above_map,All-Wall,https://www.all-wall.com/TapeTech-ApplicatorHead-CH83TT
CH90TT,TapeTech Cove Applicator Head - 90 mm,TapeTech,99.00,99.00,2,2,99.00,159.46,129.23,129.23,61.07,-30.23,-23.39,below_market_median,at_or_above_map,All-Wall,https://www.all-wall.com/TapeTech-ApplicatorHead-CH90TT
CT24TT,"TapeTech Compound Tube - 24""",TapeTech,189.00,189.00,2,2,189.00,189.00,189.00,189.00,0.00,0.00,0.00,market_aligned,at_or_above_map,Al's Taping Tools,https://www.alstapingtools.com/tapetech-24-drywall-compound-tube-ct24tt/
CT36TT,"TapeTech Compound Tube - 36""",TapeTech,199.00,199.00,2,2,199.00,199.00,199.00,199.00,0.00,0.00,0.00,market_aligned,at_or_above_map,Al's Taping Tools,https://www.alstapingtools.com/tapetech-36-drywall-compound-tube-ct36tt/
CT42TT,"TapeTech Compound Tube - 42""",TapeTech,211.09,209.00,2,2,209.00,209.00,209.00,209.00,0.00,2.09,1.00,market_aligned,at_or_above_map,Al's Taping Tools,https://www.alstapingtools.com/tapetech-42-drywall-compound-tube-ct42tt/
CTA01TT,TapeTech Compound Tube Filler Adapter,TapeTech,19.99,19.99,2,2,19.99,19.99,19.99,19.99,0.00,0.00,0.00,market_aligned,at_or_above_map,Al's Taping Tools,https://www.alstapingtools.com/tapetech-compound-tube-filler-adapter-cta01tt/
EHC07,"TapeTech MaxxBox® High Capacity Finishing Box - 7""",TapeTech,419.00,419.00,2,2,419.00,419.00,419.00,419.00,0.00,0.00,0.00,market_aligned,at_or_above_map,Al's Taping Tools,https://www.alstapingtools.com/tapetech-7-maxxbox-w-easy-roll-wheels/
EHC10,"TapeTech MaxxBox® High Capacity Finishing Box - 10""",TapeTech,419.00,419.00,2,2,419.00,419.00,419.00,419.00,0.00,0.00,0.00,market_aligned,at_or_above_map,Al's Taping Tools,https://www.alstapingtools.com/tapetech-10-maxxbox-w-easy-roll-wheels-ehc10/
EHC12,"TapeTech MaxxBox® High Capacity Finishing Box - 12""",TapeTech,444.00,444.00,2,2,444.00,444.00,444.00,444.00,0.00,0.00,0.00,market_aligned,at_or_above_map,Al's Taping Tools,https://www.alstapingtools.com/tapetech-12-maxxbox-w-easy-roll-wheels-ehc12/
EZ07TT,"TapeTech EasyClean® Finishing Box - 7""",TapeTech,379.00,379.00,2,2,379.00,379.00,379.00,379.00,0.00,0.00,0.00,market_aligned,at_or_above_map,Al's Taping Tools,https://www.alstapingtools.com/tapetech-7-easyclean-drywall-flat-box-ez07tt/
EZ10TT,"TapeTech EasyClean® Finishing Box - 10""",TapeTech,391.69,389.00,2,2,389.00,389.00,389.00,389.00,0.00,2.69,0.69,market_aligned,at_or_above_map,Al's Taping Tools,https://www.alstapingtools.com/tapetech-10-easyclean-drywall-flat-box/
EZ12TT,"TapeTech EasyClean® Finishing Box - 12""",TapeTech,405.72,399.00,2,2,399.00,399.00,399.00,399.00,0.00,6.72,1.68,market_aligned,at_or_above_map,Al's Taping Tools,https://www.alstapingtools.com/tapetech-12-easyclean-drywall-flat-box/
EZ15TT,"TapeTech EasyClean® Finishing Box - 15""",TapeTech,429.00,429.00,3,2,99.69,429.00,319.23,429.00,330.33,0.00,0.00,market_aligned,at_or_above_map,All-Wall,https://www.all-wall.com/TapeTech-WiperGasket-340026
FHTT,TapeTech Support Handle - Fiberglass,TapeTech,59.00,59.00,6,2,59.00,389.00,261.00,342.50,559.32,-283.50,-82.77,below_market_median,at_or_above_map,Al's Taping Tools,https://www.alstapingtools.com/tapetech-interchangeable-fiberglass-handle-fhtt/
FHTT-CC,TapeTech Support Handle - Closet Crusher Fiberglass,TapeTech,50.00,50.00,2,2,50.00,50.00,50.00,50.00,0.00,0.00,0.00,market_aligned,at_or_above_map,Al's Taping Tools,https://www.alstapingtools.com/tapetech-closet-crusher-18-support-handle/
GSR-TT,TapeTech Gooseneck Riser,TapeTech,13.99,,2,2,13.99,105.00,59.50,59.50,650.54,-45.50,-76.49,below_market_median,no_map,All-Wall,https://www.all-wall.com/TapeTech-GooseneckRiser-GSRTT
MR01TT,TapeTech MudRunner® Compound Applicator - Pro,TapeTech,1099.00,1099.00,1,1,1099.00,1099.00,1099.00,1099.00,0.00,0.00,0.00,single_source_only,at_or_above_map,Al's Taping Tools,https://www.alstapingtools.com/tapetech-mudrunner-compound-applicator-tube/
MRX01TT,TapeTech Extension,TapeTech,179.00,179.00,1,1,179.00,179.00,179.00,179.00,0.00,0.00,0.00,single_source_only,at_or_above_map,Wall Tools,https://walltools.com/tapetech-extension-handle/
NS02TT,"TapeTech Nail Spotter - 2""",TapeTech,303.66,278.00,2,2,278.00,278.00,278.00,278.00,0.00,25.66,9.23,above_market_median,at_or_above_map,Al's Taping Tools,https://www.alstapingtools.com/tapetech-2-easyclean-nail-screw-spotter-head/
NS03TT,"TapeTech Nail Spotter - 3""",TapeTech,313.10,289.00,2,2,289.00,289.00,289.00,289.00,0.00,24.10,8.34,above_market_median,at_or_above_map,Al's Taping Tools,https://www.alstapingtools.com/tapetech-3-easyclean-nail-screw-spotter/
NSA-TT,TapeTech Support Handle Adapter - Nail Spotter,TapeTech,40.00,,2,2,40.00,45.00,42.50,42.50,12.50,-2.50,-5.88,below_market_median,no_map,All-Wall,https://www.all-wall.com/TapeTech-NSATT-Nail-Spotter-Adapter
PAHC07,"TapeTech Power Assist® MaxxBox® Finishing Box - 7""",TapeTech,491.26,459.00,2,2,459.00,459.00,459.00,459.00,0.00,32.26,7.03,above_market_median,at_or_above_map,Al's Taping Tools,https://www.alstapingtools.com/tapetech-7-powerassist-maxxbox-w-easyroll-wheels-pahc07/
PAHC10,"TapeTech Power Assist® MaxxBox® Finishing Box - 10""",TapeTech,494.93,469.00,2,2,469.00,469.00,469.00,469.00,0.00,25.93,5.53,above_market_median,at_or_above_map,Al's Taping Tools,https://www.alstapingtools.com/tapetech-10-powerassist-maxxbox-w-easyroll-wheels-pahc10/
PAHC12,"TapeTech Power Assist® MaxxBox® Finishing Box - 12""",TapeTech,520.16,479.00,2,2,479.00,479.00,479.00,479.00,0.00,41.16,8.59,above_market_median,at_or_above_map,Al's Taping Tools,https://www.alstapingtools.com/tapetech-12-powerassist-maxxbox-w-easyroll-wheels-pahc12/
QB06-QSX,"TapeTech QuickBox® QSX Finishing Box - 6.5""",TapeTech,149.00,149.00,1,1,149.00,149.00,149.00,149.00,0.00,0.00,0.00,single_source_only,at_or_above_map,Al's Taping Tools,https://www.alstapingtools.com/tapetech-quickbox-qsx-6-5-finishing-box/
QB08-QSX,"TapeTech QuickBox® QSX Finishing Box - 8.5""",TapeTech,180.19,174.00,1,1,174.00,174.00,174.00,174.00,0.00,6.19,3.56,single_source_only,at_or_above_map,Al's Taping Tools,https://www.alstapingtools.com/tapetech-quickbox-qsx-8-finishing-box/
TTBBS,TapeTech Basic Box Set,TapeTech,1644.00,,1,1,1644.00,1644.00,1644.00,1644.00,0.00,0.00,0.00,single_source_only,no_map,All-Wall,https://www.all-wall.com/TapeTech-Drywall-Box-Set-TTBBS
TTBTS,TapeTech Basic Taping Set,TapeTech,2829.00,,1,1,2829.00,2829.00,2829.00,2829.00,0.00,0.00,0.00,single_source_only,no_map,All-Wall,https://www.all-wall.com/TapeTech-TapingSet-TTBTS
TTCFS,TapeTech Corner Finishing Set,TapeTech,1416.00,,2,2,1392.00,1416.00,1404.00,1404.00,1.72,12.00,0.85,market_aligned,no_map,Al's Taping Tools,https://www.alstapingtools.com/tapetech-corner-finishing-set/
TTCFS-M,TapeTech MudRunner Corner Finishing Set,TapeTech,1928.00,,1,1,1906.00,1906.00,1906.00,1906.00,0.00,22.00,1.15,single_source_only,no_map,Al's Taping Tools,https://www.alstapingtools.com/tapetech-mudrunner-corner-finishing-set/
TTPFB,TapeTech Paper Faced Bead Pro Set,TapeTech,1949.00,,1,1,1949.00,1949.00,1949.00,1949.00,0.00,0.00,0.00,single_source_only,no_map,All-Wall,https://www.all-wall.com/TapeTech-BeadProSet-TTPFB
TTPPS,TapeTech Pro Performance Set,TapeTech,6625.00,,2,1,489.00,6625.00,3557.00,3557.00,1254.81,3068.00,86.25,above_market_median,no_map,All-Wall,https://www.all-wall.com/TapeTech-EIFSSet-ECPROPERF
TTPPS-EF,TapeTech Pro Performance Easy Finish Set,TapeTech,7295.00,,2,2,6930.00,7295.00,7112.50,7112.50,5.27,182.50,2.57,market_aligned,no_map,Al's Taping Tools,https://www.alstapingtools.com/tapetech-ultimate-pro-performance-easy-finish-set-w-free-stilts/
TTPSS,TapeTech Professional Starter Set,TapeTech,4559.00,,4,1,104.99,4559.00,1272.00,212.00,4242.32,4347.00,2050.52,above_market_median,no_map,All-Wall,https://www.all-wall.com/TapeTech-KnifeSet-72028
TTSFS,TapeTech Standard Full Set - Standard,TapeTech,4958.00,,1,1,4958.00,4958.00,4958.00,4958.00,0.00,0.00,0.00,single_source_only,no_map,All-Wall,https://www.all-wall.com/TapeTech-Standard-Full-Set
TTSFS-2,TapeTech Standard Full Set - With 2 Pumps,TapeTech,5357.00,,1,1,5357.00,5357.00,5357.00,5357.00,0.00,0.00,0.00,single_source_only,no_map,All-Wall,https://www.all-wall.com/TapeTech-Standard-Full-Drywall-Tool-Set-w-two-Pumps
XHTT,TapeTech Support Handle - Extension,TapeTech,179.00,179.00,3,2,179.00,509.00,289.00,179.00,184.36,0.00,0.00,market_aligned,at_or_above_map,Al's Taping Tools,https://www.alstapingtools.com/tapetech-extendable-interchangeable-handle-xhtt/
